Split	SentIdx	StartPos	EndPos	Inner	Sentence	NEType	SourcePhrase	TargetNE	C	D	c	m	f	X	FL	TBD	AnnotationIssues	Comments
Test	3583	15	15	0	Hier eröffneten sie 1962 auch ein Noviziat , so dass sie 1968 bereits acht belgische und sieben einheimische Schwestern in der Mission besaßen .	Location-derived	belgische	belgische	0	0	0	0	0	0	0	1		[TBD]
Test	3586	5	5	0	Das geplatzte Abwasserdruckrohr Höhe Paradestraße wurde repariert .	Location	Paradestraße	Paradestraße	0	0	0	0	0	0	0	1		[TBD]
Test	3587	6	6	0	Sein Nachfolger wird der ehemalige Testament - und Vicious-Rumors -Gitarrist Steve Smyth , der allerdings vorerst nur als Livegitarrist zur Band gehört und auf dem 2003 erscheinenden Folgealbum Enemies of Reality nicht zu hören ist .	Organisation	Testament	Testament	0	0	0	0	0	0	0	0		L
Test	3587	9	9	0	Sein Nachfolger wird der ehemalige Testament - und Vicious-Rumors -Gitarrist Steve Smyth , der allerdings vorerst nur als Livegitarrist zur Band gehört und auf dem 2003 erscheinenden Folgealbum Enemies of Reality nicht zu hören ist .	Organisation	Vicious-Rumors	Vicious-Rumors	0	0	0	0	0	0	0	0	3	L  correct spelling "Vicious Rumors"
Test	3587	11	12	0	Sein Nachfolger wird der ehemalige Testament - und Vicious-Rumors -Gitarrist Steve Smyth , der allerdings vorerst nur als Livegitarrist zur Band gehört und auf dem 2003 erscheinenden Folgealbum Enemies of Reality nicht zu hören ist .	Person	Steve Smyth	Steve Smyth	0	0	0	0	0	0	0	0		L
Test	3587	29	31	0	Sein Nachfolger wird der ehemalige Testament - und Vicious-Rumors -Gitarrist Steve Smyth , der allerdings vorerst nur als Livegitarrist zur Band gehört und auf dem 2003 erscheinenden Folgealbum Enemies of Reality nicht zu hören ist .	Other	Enemies of Reality	Enemies of Reality	0	0	0	0	0	0	0	1		[TBD]
Test	3589	9	10	0	Als Prinzipien bezeichne ich Naturgesetze im Sinne von Johannes Keplers einzigartiger Entdeckung der allgemeinen Schwerkraft als Prinzip des physischen Universums .	Person	Johannes Keplers	Johannes Keplers	0	0	0	0	0	0	0	1		[TBD]
Test	3591	3	3	0	Außerdem hat Microsoft in den Dateien shell32.dll und themeui .dll den Pfad zum Standard-Hintergrundbild fest verankert - er lautet immer %windir%webwallpaperwindowsimg0.jpg .	Organisation	Microsoft	Microsoft	0	0	0	0	0	0	0	1		[TBD]
Test	3595	2	2	0	In Wien waren jedoch schon seit mehreren Wochen Johann Aloys Josef Freiherr von Hügel und Graf von Stadion mit der Erstellung von Gutachten über die Bewahrung der Kaiserwürde des Reiches befasst .	Location	Wien	Wien	0	0	0	0	0	0	0	1		[TBD]
Test	3595	9	14	0	In Wien waren jedoch schon seit mehreren Wochen Johann Aloys Josef Freiherr von Hügel und Graf von Stadion mit der Erstellung von Gutachten über die Bewahrung der Kaiserwürde des Reiches befasst .	Person	Johann Aloys Josef Freiherr von Hügel	Johann Aloys Josef Freiherr von Hügel	0	0	0	0	0	0	0	0		L
Test	3596	8	8	0	Charttechnischer Ausblick : Die Volatilität in den Solon - Aktien ist hoch und birgt neben Chancen auch eine gehörige Portion Risiko .	Organisation	Solon	Solon	0	0	0	0	0	0	0	1		[TBD]
Test	3597	5	5	0	Nach einem Umzug nach München wurde Schreiber Geschäftsführer einer Teppichfirma und übernahm später eine Straßenmarkierungsfirma .	Location	München	München	0	0	0	0	0	0	0	0		L
Test	3597	7	7	0	Nach einem Umzug nach München wurde Schreiber Geschäftsführer einer Teppichfirma und übernahm später eine Straßenmarkierungsfirma .	Person	Schreiber	Schreiber	0	0	0	0	0	0	0	1		[TBD]
Test	3599	14	14	0	Nach einer ersten Einschätzung rechnet die Polizei mit einem Schaden von etwa 5000 Euro .	Other	Euro	Euro	0	0	0	0	0	0	0	1		[TBD]
Test	3601	26	26	0	Da die Laufwerke vorerst für den OEM-Sektor gedacht sind , liegen Preisinformationen nicht vor . 64 GB fassende Modelle mit Serial-ATA-I-Interface im 1,8-Zoll-Format sind von Samsung bereits seit Juni 2007 verfügbar .	Organisation	Samsung	Samsung	0	0	0	0	0	0	0	1		[TBD]
Test	3604	1	1	0	Barbarossa widerstrebt die Vorstellung von geregelter Arbeit enorm .	Person	Barbarossa	Barbarossa	0	0	0	0	0	0	0	1		[TBD]
Test	3608	7	7	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Other	R-27	R-27	0	0	0	0	0	0	0	1		[TBD]
Test	3608	9	9	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Other	R-27R	R-27R	0	0	0	0	0	0	0	1		[TBD]
Test	3608	11	11	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Organisation-part	NATO-Bezeichnung	NATO-Bezeichnung	0	0	0	0	0	0	0	1		[TBD]
Test	3608	12	14	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Other	AA-10 Alamo A	AA-10 Alamo A	0	0	0	0	0	0	0	0		L
Test	3608	13	13	1	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Location	Alamo	Alamo	0	0	0	0	0	0	0	0		L
Test	3608	20	20	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Other	R-27T	R-27T	0	0	0	0	0	0	0	1		[TBD]
Test	3608	22	24	0	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Other	AA-10 Alamo B	AA-10 Alamo B	0	0	0	0	0	0	0	0		L
Test	3608	23	23	1	Es entstanden so verschiedene Ausführungen der R-27 : R-27R ( NATO-Bezeichnung AA-10 Alamo A ) mit halbaktiver Radarlenkung und R-27T ( AA-10 Alamo B ) mit Infrarotlenkung .	Location	Alamo	Alamo	0	0	0	0	0	0	0	0		L
Test	3609	4	4	0	Die Personenbeförderung im Bielatal wurde nach 1904 von einer privaten Omnibus -Linie des sächsischen Unternehmers Emil Nacke übernommen , diese verkehrte bereits durchgehend bis Schweizermühle .	Location	Bielatal	Bielatal	0	0	0	0	0	0	0	1		[TBD]
Test	3609	14	14	0	Die Personenbeförderung im Bielatal wurde nach 1904 von einer privaten Omnibus -Linie des sächsischen Unternehmers Emil Nacke übernommen , diese verkehrte bereits durchgehend bis Schweizermühle .	Location-derived	sächsischen	sächsischen	0	0	0	0	0	0	0	1		[TBD]
Test	3609	16	17	0	Die Personenbeförderung im Bielatal wurde nach 1904 von einer privaten Omnibus -Linie des sächsischen Unternehmers Emil Nacke übernommen , diese verkehrte bereits durchgehend bis Schweizermühle .	Person	Emil Nacke	Emil Nacke	0	0	0	0	0	0	0	1		[TBD]
Test	3609	25	25	0	Die Personenbeförderung im Bielatal wurde nach 1904 von einer privaten Omnibus -Linie des sächsischen Unternehmers Emil Nacke übernommen , diese verkehrte bereits durchgehend bis Schweizermühle .	Location	Schweizermühle	Schweizermühle	0	0	0	0	0	0	0	1		[TBD]
Test	3611	1	3	0	St . Thomas war etwa der geografische Mittelpunkt der dicht besiedelten Luisenstadt Berlins .	Location	St . Thomas	St . Thomas	0	0	0	0	0	0	0	1		[TBD]
Test	3611	3	3	1	St . Thomas war etwa der geografische Mittelpunkt der dicht besiedelten Luisenstadt Berlins .	Person	Thomas	Thomas	0	0	0	0	0	0	0	0		L
Test	3611	12	12	0	St . Thomas war etwa der geografische Mittelpunkt der dicht besiedelten Luisenstadt Berlins .	Location	Luisenstadt	Luisenstadt	0	0	0	0	0	0	0	1		[TBD]
Test	3611	13	13	0	St . Thomas war etwa der geografische Mittelpunkt der dicht besiedelten Luisenstadt Berlins .	Location	Berlins	Berlins	0	0	0	0	0	0	0	1		[TBD]
Test	3612	19	19	0	Die zahlreichen , aber nun von aller Welt geächteten , Piraten suchten sich zunächst andere Zufluchtsstätten außerhalb der Karibik , wie die Häfen Nordamerikas , die Küsten Westafrikas oder Madagaskar .	Location	Karibik	Karibik	0	0	0	0	0	0	0	1		[TBD]
Test	3612	24	24	0	Die zahlreichen , aber nun von aller Welt geächteten , Piraten suchten sich zunächst andere Zufluchtsstätten außerhalb der Karibik , wie die Häfen Nordamerikas , die Küsten Westafrikas oder Madagaskar .	Location	Nordamerikas	Nordamerikas	0	0	0	0	0	0	0	1		[TBD]
Test	3612	28	28	0	Die zahlreichen , aber nun von aller Welt geächteten , Piraten suchten sich zunächst andere Zufluchtsstätten außerhalb der Karibik , wie die Häfen Nordamerikas , die Küsten Westafrikas oder Madagaskar .	Location	Westafrikas	Westafrikas	0	0	0	0	0	0	0	1		[TBD]
Test	3612	30	30	0	Die zahlreichen , aber nun von aller Welt geächteten , Piraten suchten sich zunächst andere Zufluchtsstätten außerhalb der Karibik , wie die Häfen Nordamerikas , die Küsten Westafrikas oder Madagaskar .	Location	Madagaskar	Madagaskar	0	0	0	0	0	0	0	0		L
Test	3613	13	13	0	Aber der Trend ist mittlerweile unumkehrbar , sogar von königlicher Seite in England geweiht .	Location	England	England	0	0	0	0	0	0	0	0		L
Test	3615	11	12	0	Aus dem auf vier Architekten begrenzten Wettbewerb geht der Entwurf Gottfried Böhms siegreich hervor .	Person	Gottfried Böhms	Gottfried Böhm	0	0	0	0	1	0	0	0		
Test	3616	9	9	0	Damals reagierte der Gesetzgeber auf den Amoklauf eines Erfurter Gymnasiasten .	Location-derived	Erfurter	Erfurter	0	0	0	0	0	0	0	1		[TBD]
Test	3618	3	3	0	Weltmeistertitel und Olympiasieg ( 2003 bis 2007 ) 2003 konnte Šmigun-Vähi die Weltcups in Kawgolowo und in Kiruna jeweils über 5 km Freistil gewinnen , sowie weitere sechs Podiumsplatzierungen erreichen .	Organisation-part	Olympiasieg	Olympiasieg	0	0	0	0	0	0	0	1		[TBD]
Test	3618	11	11	0	Weltmeistertitel und Olympiasieg ( 2003 bis 2007 ) 2003 konnte Šmigun-Vähi die Weltcups in Kawgolowo und in Kiruna jeweils über 5 km Freistil gewinnen , sowie weitere sechs Podiumsplatzierungen erreichen .	Person	Šmigun-Vähi	Šmigun-Vähi	0	0	0	0	0	0	0	1		[TBD]
Test	3618	15	15	0	Weltmeistertitel und Olympiasieg ( 2003 bis 2007 ) 2003 konnte Šmigun-Vähi die Weltcups in Kawgolowo und in Kiruna jeweils über 5 km Freistil gewinnen , sowie weitere sechs Podiumsplatzierungen erreichen .	Location	Kawgolowo	Kawgolowo	0	0	0	0	0	0	0	1		[TBD]
Test	3618	18	18	0	Weltmeistertitel und Olympiasieg ( 2003 bis 2007 ) 2003 konnte Šmigun-Vähi die Weltcups in Kawgolowo und in Kiruna jeweils über 5 km Freistil gewinnen , sowie weitere sechs Podiumsplatzierungen erreichen .	Location	Kiruna	Kiruna	0	0	0	0	0	0	0	1		[TBD]
Test	3619	2	2	0	“ Shakira singt bei Live-Earth-Konzert “ ( www.abendblatt.de am 15. Juni 2007 ) , Abruf : 4. Februar 2008 Yusuf Islam ( ehemals Cat Stevens ) hatte um etwa 23 :00 Uhr den letzten Auftritt des Tages .	Person	Shakira	Shakira	0	0	0	0	0	0	0	1		[TBD]
Test	3619	5	5	0	“ Shakira singt bei Live-Earth-Konzert “ ( www.abendblatt.de am 15. Juni 2007 ) , Abruf : 4. Februar 2008 Yusuf Islam ( ehemals Cat Stevens ) hatte um etwa 23 :00 Uhr den letzten Auftritt des Tages .	Organisation	Live-Earth-Konzert	Live Earth	1	0	0	0	0	0	0	0	2	 correct type "Organization-part", wrong tokenization
Test	3619	8	8	0	“ Shakira singt bei Live-Earth-Konzert “ ( www.abendblatt.de am 15. Juni 2007 ) , Abruf : 4. Februar 2008 Yusuf Islam ( ehemals Cat Stevens ) hatte um etwa 23 :00 Uhr den letzten Auftritt des Tages .	Other	www.abendblatt.de	www.abendblatt.de	0	0	0	0	0	0	0	1		[TBD]
Test	3619	20	21	0	“ Shakira singt bei Live-Earth-Konzert “ ( www.abendblatt.de am 15. Juni 2007 ) , Abruf : 4. Februar 2008 Yusuf Islam ( ehemals Cat Stevens ) hatte um etwa 23 :00 Uhr den letzten Auftritt des Tages .	Person	Yusuf Islam	Yusuf Islam	0	0	0	0	0	0	0	1		[TBD]
Test	3619	24	25	0	“ Shakira singt bei Live-Earth-Konzert “ ( www.abendblatt.de am 15. Juni 2007 ) , Abruf : 4. Februar 2008 Yusuf Islam ( ehemals Cat Stevens ) hatte um etwa 23 :00 Uhr den letzten Auftritt des Tages .	Person	Cat Stevens	Cat Stevens	0	0	0	0	0	0	0	1		[TBD]
Test	3623	3	3	0	Rückendeckung erhielt Mixa vom Kölner Kardinal Joachim Meisner , der Kinderkrippen als Fehlentwicklung kritisierte .	Person	Mixa	Mixa	0	0	0	0	0	0	0	1		[TBD]
Test	3623	5	5	0	Rückendeckung erhielt Mixa vom Kölner Kardinal Joachim Meisner , der Kinderkrippen als Fehlentwicklung kritisierte .	Location-derived	Kölner	Kölner	0	0	0	0	0	0	0	1		[TBD]
Test	3623	7	8	0	Rückendeckung erhielt Mixa vom Kölner Kardinal Joachim Meisner , der Kinderkrippen als Fehlentwicklung kritisierte .	Person	Joachim Meisner	Joachim Meisner	0	0	0	0	0	0	0	1		[TBD]
Test	3624	7	7	0	Bereits im Oktober hatten Ministerien vieler arabischer Länder dazu aufgerufen , Wallfahrten zu den heiligen Stätten in Saudi-Arabien lieber zu verschieben .	Location-derived	arabischer	arabischer	0	0	0	0	0	0	0	1		[TBD]
Test	3624	18	18	0	Bereits im Oktober hatten Ministerien vieler arabischer Länder dazu aufgerufen , Wallfahrten zu den heiligen Stätten in Saudi-Arabien lieber zu verschieben .	Location	Saudi-Arabien	Saudi-Arabien	0	0	0	0	0	0	0	0		L
Test	3625	14	14	0	Es wurde am 1. September 1989 veröffentlicht und stieg auf Platz 1 der amerikanischen Charts .	Location-derived	amerikanischen	amerikanischen	0	0	0	0	0	0	0	1		[TBD]
Test	3626	10	10	0	Denn man ist längst fester und attraktiver Bestandteil des Düsseldorfer Kulturkalenders , einige sagen : ein Highlight .	Location-derived	Düsseldorfer	Düsseldorfer	0	0	0	0	0	0	0	1		[TBD]
Test	3631	4	5	0	- Musik : Cornelius Schwehr , Regie : Moc Thyssen , THEATER/VIDEO 1989 *Undine geht , Kammerspiel von WM nach einem Text von Ingeborg Bachmann für eine Schauspielerin , 1 einarmigen Banditen und 1 codierten Kopffüßler .	Person	Cornelius Schwehr	Cornelius Schwehr	0	0	0	0	0	0	0	1		[TBD]
Test	3631	9	10	0	- Musik : Cornelius Schwehr , Regie : Moc Thyssen , THEATER/VIDEO 1989 *Undine geht , Kammerspiel von WM nach einem Text von Ingeborg Bachmann für eine Schauspielerin , 1 einarmigen Banditen und 1 codierten Kopffüßler .	Person	Moc Thyssen	Moc Thyssen	0	0	0	0	0	0	0	1		[TBD]
Test	3631	14	15	0	- Musik : Cornelius Schwehr , Regie : Moc Thyssen , THEATER/VIDEO 1989 *Undine geht , Kammerspiel von WM nach einem Text von Ingeborg Bachmann für eine Schauspielerin , 1 einarmigen Banditen und 1 codierten Kopffüßler .	Other	*Undine geht	*Undine geht	0	0	0	0	0	0	0	0	3	L correct spelling "Undine geht"
Test	3631	24	25	0	- Musik : Cornelius Schwehr , Regie : Moc Thyssen , THEATER/VIDEO 1989 *Undine geht , Kammerspiel von WM nach einem Text von Ingeborg Bachmann für eine Schauspielerin , 1 einarmigen Banditen und 1 codierten Kopffüßler .	Person	Ingeborg Bachmann	Ingeborg Bachmann	0	0	0	0	0	0	0	1		[TBD]
Test	3633	6	6	0	Es wurde von Frauen aus Eger direkt an der Quelle geschöpft und in die Stadt getragen , wo sie es verkauften .	Location	Eger	Eger	0	0	0	0	0	0	0	1		[TBD]
Test	3634	1	1	0	Schelvis : Vernichtungslager Sobibór S. 190/191 Nach dem Aufstand Von den etwa 600 fluchtbereiten Lagerinsassen gelang etwa 150 Lagerinsassen die Flucht bis zum schützenden Waldrand .	Person	Schelvis	Schelvis	0	0	0	0	0	0	0	1		[TBD]
Test	3634	4	4	0	Schelvis : Vernichtungslager Sobibór S. 190/191 Nach dem Aufstand Von den etwa 600 fluchtbereiten Lagerinsassen gelang etwa 150 Lagerinsassen die Flucht bis zum schützenden Waldrand .	Location	Sobibór	Sobibór	0	0	0	0	0	0	0	1		[TBD]
Test	3638	9	10	0	Im Frühling 2009 wurde ein Viehunterstand im „ Langen Tal “ errichtet .	Location	Langen Tal	Langen Tal	0	0	0	0	0	0	0	1		[TBD]
Test	3639	20	20	0	Mit dem Ende der Herbstferien soll der letzte der vier Bauabschnitte beendet werden , die insgesamt rund 2,8 Millionen Euro verschlingen .	Other	Euro	Euro	0	0	0	0	0	0	0	1		[TBD]
Test	3640	5	6	0	Auf der Literaturseite gratuliert Kristina Maidt-Zinke dem Schriftsteller Hartmut Lange zum Siebzigsten .	Person	Kristina Maidt-Zinke	Kristina Maidt-Zinke	0	0	0	0	0	0	0	1		[TBD]
Test	3640	9	10	0	Auf der Literaturseite gratuliert Kristina Maidt-Zinke dem Schriftsteller Hartmut Lange zum Siebzigsten .	Person	Hartmut Lange	Hartmut Lange	0	0	0	0	0	0	0	1		[TBD]
Test	3641	19	19	0	Aber wir haben uns natürlich sehr gefreut , dass wir am Ende 1:0 gewonnen haben “ , sagte Löw , der in der Folgezeit eine kontinuierliche Steigerung seiner Mannschaft erlebt und nur eine Niederlage im Test mit einer B-Elf gegen Dänemark kassiert hat .	Person	Löw	Löw	0	0	0	0	0	0	0	1		[TBD]
Test	3641	41	41	0	Aber wir haben uns natürlich sehr gefreut , dass wir am Ende 1:0 gewonnen haben “ , sagte Löw , der in der Folgezeit eine kontinuierliche Steigerung seiner Mannschaft erlebt und nur eine Niederlage im Test mit einer B-Elf gegen Dänemark kassiert hat .	Location	Dänemark	Dänemark	0	0	0	0	0	0	0	0		L
Test	3644	2	3	0	Kritiken James Berardinelli schrieb auf ReelViews , das Versammeln zahlreicher Talente bei der Produktion eines Films bringe kurioserweise manchmal eine Enttäuschung als Ergebnis .	Person	James Berardinelli	James Berardinelli	0	0	0	0	0	0	0	0		L
Test	3644	6	6	0	Kritiken James Berardinelli schrieb auf ReelViews , das Versammeln zahlreicher Talente bei der Produktion eines Films bringe kurioserweise manchmal eine Enttäuschung als Ergebnis .	Other	ReelViews	ReelViews	0	0	0	0	0	0	0	0		L
Test	3646	1	1	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Organisation	AP	AP	0	0	0	0	0	0	0	1		[TBD]
Test	3646	5	5	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location-part	MinutenManagua	Managua	1	0	0	0	0	0	0	0		strictly seen is it wrongly tokenized, but the SNE could be treated as a compound 
Test	3646	7	7	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Organisation	AP	AP	0	0	0	0	0	0	0	0		L
Test	3646	9	9	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location	Nicaragua	Nicaragua	0	0	0	0	0	0	0	1		[TBD]
Test	3646	15	15	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location	Russland	Russland	0	0	0	0	0	0	0	0		L
Test	3646	20	20	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location-derived	georgischen	Georgien	0	1	1	1	1	0	0	0		
Test	3646	22	22	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location	Südossetien	Südossetien	0	0	0	0	0	0	0	0		L
Test	3646	24	24	0	AP - vor 18 MinutenManagua ( AP ) Nicaragua hat als erster Staat nach Russland die Unabhängigkeit der abtrünnigen georgischen Regionen Südossetien und Abchasien anerkannt .	Location	Abchasien	Abchasien	0	0	0	0	0	0	0	0		L
Test	3647	4	4	0	Im und am Greyhound-Pub , einem der fünf Häuser , aus denen der ganze Ort besteht , werden offiziell seit 1932 die “ Britischen und Weltmeisterschaften im Murmelspiel “ ausgetragen .	Organisation	Greyhound-Pub	Greyhound	1	0	0	0	0	0	0	0	2	correct type "Organisation-part"
Test	3647	24	24	1	Im und am Greyhound-Pub , einem der fünf Häuser , aus denen der ganze Ort besteht , werden offiziell seit 1932 die “ Britischen und Weltmeisterschaften im Murmelspiel “ ausgetragen .	Location-derived	Britischen	Britannien	0	0	0	0	0	1	0	1	1	SNE derived from inhabitant noun and not location noun TNE
Test	3647	24	28	0	Im und am Greyhound-Pub , einem der fünf Häuser , aus denen der ganze Ort besteht , werden offiziell seit 1932 die “ Britischen und Weltmeisterschaften im Murmelspiel “ ausgetragen .	Organisation	Britischen und Weltmeisterschaften im Murmelspiel	Britischen und Weltmeisterschaften im Murmelspiel	0	0	0	0	0	0	0	0		L
Test	3648	14	14	0	Politik Montag , 04 . Januar 2010 “ Eine perfide Unterstellung “ : Käßmann und die Soldaten Die Kritik an der Ratsvorsitzenden der Evangelischen Kirche in Deutschland , Käßmann , reißt nicht ab .	Person	Käßmann	Käßmann	0	0	0	0	0	0	0	1		[TBD]
Test	3648	24	25	0	Politik Montag , 04 . Januar 2010 “ Eine perfide Unterstellung “ : Käßmann und die Soldaten Die Kritik an der Ratsvorsitzenden der Evangelischen Kirche in Deutschland , Käßmann , reißt nicht ab .	Organisation	Evangelischen Kirche	Evangelische Kirche	0	0	0	0	1	0	0	0		
Test	3648	27	27	0	Politik Montag , 04 . Januar 2010 “ Eine perfide Unterstellung “ : Käßmann und die Soldaten Die Kritik an der Ratsvorsitzenden der Evangelischen Kirche in Deutschland , Käßmann , reißt nicht ab .	Location	Deutschland	Deutschland	0	0	0	0	0	0	0	0		L
Test	3648	29	29	0	Politik Montag , 04 . Januar 2010 “ Eine perfide Unterstellung “ : Käßmann und die Soldaten Die Kritik an der Ratsvorsitzenden der Evangelischen Kirche in Deutschland , Käßmann , reißt nicht ab .	Person	Käßmann	Käßmann	0	0	0	0	0	0	0	1		[TBD]
Test	3650	1	1	0	Thyssen-Krupp hat sein riesiges erstes Stahlwerk in den USA eingeweiht .	Organisation	Thyssen-Krupp	Thyssen-Krupp	0	0	0	0	0	0	0	1		[TBD]
Test	3650	9	9	0	Thyssen-Krupp hat sein riesiges erstes Stahlwerk in den USA eingeweiht .	Location	USA	USA	0	0	0	0	0	0	0	0		L
Test	3651	11	11	0	Dafür müssen im Schlussquartal noch Erlöse von rund 1 Mrd EUR erzielt werden .	Other	EUR	EUR	0	0	0	0	0	0	0	1		[TBD]
Test	3652	2	2	0	Im Schenkenbuch von Goethes Westöstlichem Diwan finden sich die folgenden Verse : : „ ' ' Für Sorgen sorgt das liebe Leben , Und Sorgenbrecher sind die Reben . '	Other	Schenkenbuch	Schenkenbuch	0	0	0	0	0	0	0	0		L
Test	3652	4	4	0	Im Schenkenbuch von Goethes Westöstlichem Diwan finden sich die folgenden Verse : : „ ' ' Für Sorgen sorgt das liebe Leben , Und Sorgenbrecher sind die Reben . '	Person	Goethes	Goethes	0	0	0	0	0	0	0	1		[TBD]
Test	3652	5	6	0	Im Schenkenbuch von Goethes Westöstlichem Diwan finden sich die folgenden Verse : : „ ' ' Für Sorgen sorgt das liebe Leben , Und Sorgenbrecher sind die Reben . '	Other	Westöstlichem Diwan	Westöstlicher Diwan	0	0	0	0	1	0	0	0		
Test	3653	3	3	0	Bei beiden Reichstagswahlen des Jahres 1924 war die NSDAP verboten .	Organisation-part	Reichstagswahlen	Reichstag	1	0	0	1	1	0	0	0		
Test	3653	9	9	0	Bei beiden Reichstagswahlen des Jahres 1924 war die NSDAP verboten .	Organisation	NSDAP	NSDAP	0	0	0	0	0	0	0	1		[TBD]
Test	3654	13	13	0	“ Im Zweifel für die Reisefreiheit “ ist der umstrittenste Satz im Volmer-Erlass .	Person-part	Volmer-Erlass	Volmer-Erlass	0	0	0	0	0	0	0	1		[TBD]
Test	3655	3	3	0	Ausgeführt im neoklassizistischen Stil , ist besonders die barocke Fassade , mit ihren reichhaltigen Reliefs , sehr auffällig .	Other-derived	neoklassizistischen	Klassik	0	0	0	0	0	1	0	1	1	SNE is derived from the adjective "klassisch", which is derived from the noun "Klasse" which is not the TNE ("Klassik" is derived from "klassisch")
Test	3655	9	9	0	Ausgeführt im neoklassizistischen Stil , ist besonders die barocke Fassade , mit ihren reichhaltigen Reliefs , sehr auffällig .	Other-derived	barocke	barocke	0	0	0	0	0	0	0	1		[TBD]
Test	3656	2	3	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Drawsko Pomorskie	Drawsko Pomorskie	0	0	0	0	0	0	0	1		[TBD]
Test	3656	5	5	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Dramburg	Dramburg	0	0	0	0	0	0	0	1		[TBD]
Test	3656	8	9	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Kalisz Pomorski	Kalisz Pomorski	0	0	0	0	0	0	0	1		[TBD]
Test	3656	11	11	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Kallies	Kallies	0	0	0	0	0	0	0	1		[TBD]
Test	3656	19	19	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Choszczno	Choszczno	0	0	0	0	0	0	0	1		[TBD]
Test	3656	21	21	0	Von Drawsko Pomorskie ( Dramburg ) und Kalisz Pomorski ( Kallies ) kommend reicht sie bis zur Kreisstadt Choszczno ( Arnswalde ) .	Location	Arnswalde	Arnswalde	0	0	0	0	0	0	0	1		[TBD]
Test	3657	10	11	0	So wurde z.B. im November 2005 das vom Grafiker Heinz Schulz-Neudamm gezeichnete Metropolis-Filmplakat in London für 398.000 Pfund Sterling ( ca .	Person	Heinz Schulz-Neudamm	Heinz Schulz-Neudamm	0	0	0	0	0	0	0	1		[TBD]
